y_texts,y_pred_probs,y_pred
americanair yepfiled claim heathrow yesterday promised call morning update got nothing,[ 5.563275  -2.8456614 -2.6472557],0
oh yeah rt jetblue fleets fleek,[-1.9855719  3.330642  -1.5370897],1
usairways customer service dead last wk flts delayedcancelled flighted bags lost days last nt flt delayedcancelled flighted meal voucher,[ 5.500501  -2.5588505 -3.0147374],0
southwestair everyones flights cancelled flightled today deserve,[ 3.7371209 -2.332589  -1.369595 ],0
americanair made flight still update emails landed info ever sent second flight losing biz,[ 5.5804706 -2.9155886 -2.6525748],0
“jetblue fleets fleek noooooooooooooooooo,[-1.7581818  4.591454  -2.9817417],1
americanair late flight phoenix gave ticks away arrived chicago held bags hostage chicago rented van drove toledo hr drive,[ 5.4946    -2.8050606 -2.5977318],0
united q purchased ticket trip late flightmarch mean acquire miles based price distance flown,[-1.8744174  5.5661545 -4.047967 ],1
americanair love holy automated phone system going give like options give numerical shortcuts,[ 4.291717  -3.1154482 -1.169164 ],0
jetblue flew flight months ago girlfriend got away sex restroom allowed,[ 4.5463195 -1.0129666 -3.4273622],0
americanair boeingairplanes really would love experience first class planelooks stunning,[-3.5139892  -0.24677658  3.7849357 ],2
southwestair horrible experience passenger size seat offered voucher christine c,[ 5.317842  -2.1160665 -3.0067608],0
jetblue want room food allowances agents refusing give us vouchers use rooms book,[ 5.303448  -2.3625305 -2.888271 ],0
usairways updates flight orf phl one gate,[ 2.13882    2.1811116 -4.6017623],1
virginamerica wjere luggage slow lax,[ 3.7872834  -0.12258013 -3.7016346 ],0
jetblue definitely,[-4.349317    0.30369896  4.4306974 ],2
usairways dcagthpn u r prof hostage takerswe stood bus plane minnow sitting plane mvmt amp announcement gt hour,[ 5.242418  -1.4036323 -3.8237631],0
jetblue ever looking interns,[-2.5409818  4.2526336 -1.6218312],1
americanair derekc surprise ba doesnt registered system getting hopeful lets step okay,[ 3.859503  -1.8921474 -2.1685703],0
united flight lets go look like clowns one giving st class,[ 4.968858  -3.484316  -1.4287344],0
usairways grt flight phx last week tonight terrible hours taxing give us water crackers compensate,[ 5.6021276 -2.692205  -2.8889196],0
usairways eh happens think ill survive 😉 thanks,[-2.4090264   1.981643    0.56712914],1
virginamerica miss dont worry well together soon,[-4.404679   1.0845735  3.544572 ],2
southwestair thanks ton,[-3.5814667 -0.3431709  4.3569126],2
jetblue whats going flight many free trips get epic inconvenience anku,[ 5.4414535 -2.3048646 -3.1061487],0
jetblue phew pant wheeze,[-3.6632326  -0.02803628  4.0206656 ],2
usairways new marketing song let us know think,[-2.4810796  5.3063397 -2.778602 ],1
usairways saddens first tweet ever complaint customer service,[ 5.1812615 -1.7308247 -3.4150712],0
usairways nburnside u hate delays u amp holding hostage,[ 5.421348  -3.2076292 -2.0859945],0
united thanks letting switch flights bc checked bag cancelled flighting flight forcing take another hrs late flightr,[ 4.825309  -3.4304564 -1.3920981],0
united yes please newly married trying update last name preexisting international flight seems easy,[ 2.889331  -1.1421493 -1.6576763],0
americanair months straight travel ahead time find new airline,[ 5.079676  -2.9191213 -2.036238 ],0
usairways commitment excellence b praised get wrong city days late flight right one days late flight,[ 5.2292514 -3.0586185 -2.1370194],0
united tonight told delayed due late flight crew idea crew coming staff unhelpful ideas,[ 5.458568  -3.034139  -2.4252067],0
united missing wedding delays would cool,[ 4.520982  -3.2834466 -1.2110296],0
usairways cltdouglas slowest baggage claim ever,[ 5.2033253 -3.1035821 -1.9771456],0
southwestair flight omagtden actually cancelled flightled hold hour website says conflicting messages,[ 5.2285724 -2.371917  -2.8290274],0
united come shuttle bus lga ewr electrical power outlets new airbus interiors,[ 4.60939   -1.5566162 -2.9853103],0
usairways flt hrs late flight baggage hr see delivered suitcase wet inside amp,[ 5.6230273 -2.6228383 -2.880806 ],0
jetblue news flight pbiboston delay wait arrive airport based reported hour delay,[ 5.462711  -1.8576276 -3.5374725],0
united know would awesome providing us complimentary entertainment flights especially longer hours,[ 4.899489  -2.867922  -2.0559094],0
jetblue im flight booze served min gives,[ 5.1629553 -3.1681502 -1.7966555],0
jetblue boarding order someone boarded service animal member party allergic flight,[ 5.1506305 -1.8795664 -3.3136168],0
jetblue bet,[-1.1851724  4.4230304 -3.6022756],1
usairways really appreciate easy way get another flight mine delayed hrs mechanical reasons,[ 1.9281961 -3.1360648  1.1353801],0
united minutes plus get two first one transferred spanish hotline unacceptable,[ 5.694985  -2.6324089 -2.9893692],0
usairways give free baggage mess,[ 4.9060454 -2.9643953 -1.889425 ],0
united time arrive airport domestic flight san diego,[-2.6805384  5.4798293 -2.676932 ],1
americanair dotnetnate two hour wait exps sit jfk phx flight us computers shot lax flight,[ 5.5192776 -2.8787844 -2.6344154],0
southwestair received awesome phone help jim today helped switch around flights booked points,[-2.908306  -2.1994119  5.9282775],2
jetblue lets say,[-1.4304041  5.041838  -3.700968 ],1
united told go knowing issue go find won’t fix,[ 5.0571856 -2.8338346 -2.2705388],0
jetblue ccndjp send screen shot systems error email address provided,[ 2.2862585  1.4321975 -3.7536817],0
united waiting plane long missed connecting flight left early thats last flight tonight help,[ 3.6334064  -0.35428736 -3.6173682 ],0
americanair flight tomorrow status please thanks,[-4.2251344   5.1584635  -0.97797275],1
united hour delay plus jetway wont move biz traveler never flying u,[ 5.287233  -3.2905931 -1.9541018],0
jetblue resolution,[-1.1927288  2.5845675 -1.5612715],1
jetblue directed mobile website direct link get together,[ 4.2432885 -1.6115878 -2.5430586],0
united deice taxing maybe delta southwestair americanair,[-2.1665943  5.493167  -3.4325993],1
usairways according wtop dca seems recovering nicely yesterdays snow cancelled flightling flights,[ 0.04101294 -2.2558799   2.320729  ],2
southwestair dm southwestverity needed,[ 2.3931913  2.1444278 -4.7785344],0
united yet still havent left yet cant watch prepaid directtv,[ 5.618138  -2.6244562 -3.0020988],0
united youre early frontrunner best airline,[-2.2704515 -2.161679   4.9512696],2
united ok get gate agents work team never cool,[ 5.2695203 -3.3872583 -1.8678416],0
southwestair poisonpill im boat flight jacksonville get,[-2.0317905  5.0680594 -2.979984 ],1
sb sounds like usairways planned better since weather surprise completely unacceptable wait times,[ 5.2632256 -3.2435696 -2.0690238],0
southwestair thanks attention ive flying southwest years havent issue past,[-2.8431032 -1.0691991  4.247086 ],2
jetblue offered flight paid changed itthis nd time done ruins cruise plans,[ 5.465159  -2.9602835 -2.368858 ],0
united hour flight fll ewr waiting hour plus bags sign yet gives,[ 5.508617  -2.9330328 -2.5711772],0
americanair lax amp got phone wreservations every flight thatd get bos tmrw apparently unavailable 😐,[ 4.8611035 -1.9733053 -2.9217947],0
usairways whos charge company wife missed connection ca sent luggage another flight,[ 5.3533373 -3.0804212 -2.2585542],0
southwestair hi saw black history month commercial tv amp im excited support monthwill grant free trip,[-3.7578828 -1.5400993  5.9233065],2
americanair sent,[ 0.31685466  2.7778242  -3.1684482 ],1
americanair review systems notification website telephone systems place clearly inadequate,[ 5.4618154 -2.6820214 -2.7687228],0
jetblue great job getting flight minutes early bad minutes counting waiting bags,[ 3.8587258  -3.7917325   0.01400897],0
usairways sorry meant flight supposed depart says issue,[ 5.264772  -2.294832  -3.0490534],0
southwestair find way cancelled flight flight,[ 3.5998323 -1.6244181 -1.9400672],0
usairways americanair partner w different hotel phl clarion proving difficult amp customer friendly,[ 5.194651  -2.7743852 -2.3830645],0
americanair nynjairports aa mins priority bags arrive late flight evening plans delta min bag guarantee anyone,[ 5.4987855 -3.0442038 -2.4170508],0
southwestair youre going charge wifi us solid make sure doesnt take length flight open page,[ 3.032039  -1.2774037 -1.6255182],0
virginamerica cutest salt pepper shaker ever think guys cant get better,[-2.6913261 -2.640754   6.131911 ],2
jetblue brazil volunteer teaching english amp spanish poor children skills improve chances better life,[-4.992987  3.093479  1.99386 ],1
united checking status claim going months attention upset,[ 5.4006267 -2.375654  -2.94428  ],0
jetblue called jb timeseverytime auto vmsgyour wait time longer mins waited longer mins answer,[ 5.3942537 -1.4749665 -3.782471 ],0
united perfectomobile admit app good lots useful func live seat map congrats,[-2.0156538 -1.3950179  3.8560731],2
southwestair outline policies scenarios,[ 0.16679913  4.1685677  -4.6336493 ],1
united company values customer amp reading tweets im one feels way,[-1.314657   -0.09016895  1.4765763 ],2
jetblue free wifi flt pbi make hr delay treat us right,[ 4.678988  -2.5315402 -2.1097665],0
united im rebooked getting home hours late flightr planned chances ill ever see bag,[ 5.592443  -2.9807491 -2.6150281],0
americanair fail flight rdu sitting waiting flight attendants logistics good,[ 5.396846  -2.9626262 -2.442361 ],0
usairways flight delayed hours reason given sure love flying airline,[ 4.6237807  -3.7129304  -0.99456036],0
southwestair way get receipt cancelled flightled portion roundtrip flight used flight voucher need receipt,[-1.1753535  4.921725  -4.050691 ],1
americanair trying get home beyond complicated hard students split fly aa ever,[ 5.3733635 -2.9031224 -2.4240031],0
“jetblue fleets fleek,[-2.174803   5.519526  -3.4619892],1
united change airports actually get flight flight fay cancelled flightled twice taxi ride rdureimburse,[ 5.3384776 -2.265435  -2.9705064],0
usairways cant get anyone phone help award travelpurchased extra miles minutes late flightr miles needed raised,[ 5.456886  -2.656354  -2.8022544],0
jetblue better better passengers jfk pwm,[ 0.42831957 -0.20666723 -0.03892032],0
jetblue days maybe,[-1.9114717  4.8133903 -3.1482413],1
usairways frustrating still gotten back bag sent ny mystery shame time,[ 5.2997556 -3.1670868 -2.1726458],0
united oncall inflight glad service,[-1.6753721 -1.7756284  4.1261764],2
usairways possible earn dividend miles passenger even purchasing tickets,[-1.6987418  4.8246126 -3.4149086],1
southwestair using social business roadmap develop intelligent path embed social across enterprise,[-4.7179933  3.1621346  1.4955715],1
jetblue flight us stuck plane nearly hrs set take flight control deny us worst service,[ 5.493749  -3.019015  -2.3973444],0
jetblue capital one explained false fraud alert jet blue representative issue new tkt wasnt resolved,[ 5.3802123 -3.0398362 -2.1941745],0
united guys made day treated well thank,[-2.7354734 -2.476144   5.903695 ],2
jetblue dc thinking summer new nantucket service broadway world,[-3.8689876  5.3569007 -1.6243931],1
united fail cancelled flightled flight frm gjt used reserv home iah sea reflight booking problems wout permission,[ 4.354531  -0.5320423 -3.879398 ],0
americanair still reply email sent th february even sent email asking acknowledgment thats recieved nothing,[ 5.3960996 -2.2958777 -3.097927 ],0
usairways americanair staff members looking like two heads check websites,[ 4.9468865 -2.015831  -2.9514797],0
usairways americanair hold hours yesterday wo speaking agent hold w phones mins let bashing begin,[ 5.6601624 -2.7895467 -2.810426 ],0
virginamerica know would amazingly awesome bosfll please want fly,[-4.833103   2.1723206  2.97276  ],2
united designed deter people forgetting things provide storage space article says latter,[ 4.140371   -0.90297514 -3.4910848 ],0
southwestair roundtrip ticket need change one leg trip nearby airport possible via website,[-2.0842156  5.4288526 -3.597624 ],1
united outbound bags lbs bags returning home bag lbs logic writing machine human help required,[ 5.2783117 -1.3337903 -4.085979 ],0
southwestair oops sorry done,[-1.5614103  3.2890697 -1.6489043],1
united ua lax den scheduled land lax please rebook denver best flight,[ 2.215462   0.510954  -2.4424148],0
united notifications yet staff board say accurate departure time,[ 4.978995  -1.2268645 -3.9234114],0
virginamerica trying make change advance hours prior…tried online earlier wanted change fees,[ 4.760398  -1.1738957 -3.6501474],0
southwestair asshole cut front system blows,[ 5.41666   -3.0475957 -2.4330447],0
united sfo bos internet gives,[ 4.3738627 -3.1579843 -1.2893335],0
united youre good thank,[-3.4814956 -0.8354673  4.9068384],2
americanair thanks response know fault im ord hungry want stop ✈️✌️,[-1.7508482 -1.7583891  3.973441 ],2
united would never fly united airlines,[ 5.4479756 -2.5932915 -2.8318346],0
